Total nombre de dades,Total dies sense registre,Percentatge de dies sense registre,Desviació estàndard del percentatge de canvi,Año más lluvioso,Precipitaciones año más lluvioso,Año más seco,Precipitaciones año más seco
318060,5985,1.881720430107527,8.216722845850533,2019,0.5337136423343967,2079,0.11618690185775944
